;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
10;1.06;1.045;1.0207869704482708;1.012038580282085;1.01;1.0105619066983347;1.002562430069836;1.0099999999999998;1.0510675667110891;1.0452735828771;1.082;1.0572714296524275;1.0710000000000004;1.0424421361314953;1.0378310916856779;1.0445234896724274;1.040050631463118;1.0283015569214906;1.0258003580231965;1.0298849580200367;1.0328765457877203;1.033408397948477;1.0273373949549092;1.0217482059856793;1.0175149449637397;0.99984086288656;1.0234336536574544;1.0070504817461872;1.003598674609191;0.9921263942314381
11;1.06;1.0449999999999995;1.02078302662093;1.0120359348447232;1.0100000000000002;1.0105612321000232;1.0025620563704642;1.0099999999999998;1.0510669124612646;1.045272526416536;1.0819999999999999;1.057270729440679;1.0709999999999997;1.0424414530423691;1.037830226517488;1.0445224585306578;1.040049628437381;1.0283005979051056;1.025799353635549;1.0298839334181729;1.0328754855881204;1.033407341583857;1.0273364651931423;1.0217472202382665;1.0175139008510996;0.9998397999270926;1.0234325986964692;1.0070499484052815;1.0035975969751818;0.9921253035743901
12;1.06;1.0450000000000002;1.0207791233255;1.0120333165552797;1.0099999999999996;1.010560563905386;1.002561686092402;1.01;1.0510662648169489;1.0452714809398012;1.082;1.0572700360939797;1.071;1.0424407766185861;1.037829370077766;1.0445214380221906;1.0400486357655518;1.028299648696278;1.0257983595835043;1.0298829193941226;1.0328744363943039;1.033406296179477;1.0273355448948507;1.0217462446060865;1.017512867510564;0.9998387479341323;1.0234315546392463;1.0070494201431137;1.0035965304792227;0.9921242241899636
13;1.06;1.045;1.0207752646053063;1.0120307281274301;1.01;1.0105599028254117;1.002561319634122;1.0099999999999998;1.0510656244532417;1.0452704475254182;1.0820000000000003;1.057269350342324;1.0710000000000004;1.0424401075734533;1.0378285232594848;1.0445204292028865;1.0400476544743196;1.0282987102800134;1.025797376896327;1.0298819169966162;1.0328733992892296;1.0334052628145882;1.0273346350166321;1.0217452801003477;1.017511846011099;0.9998377079959416;1.023430522565138;1.0070488975212124;1.003595476223866;0.9921231571940357
14;1.06;1.0449999999999995;1.0207714544699193;1.0120281722523423;1.01;1.0105592495671387;1.002560957392342;1.0100000000000002;1.0510649920400483;1.045269427242424;1.082;1.0572686729108502;1.0709999999999997;1.042439446615651;1.0378276869487677;1.0445194331196517;1.0400466855816244;1.0282977836332678;1.0257964065946341;1.0298809272654443;1.032872375346392;1.0334042425590309;1.0273337365074369;1.0217443277238667;1.0175108374125819;0.9998366811915311;1.0234295035442458;1.0070483810979252;1.0035944353022124;0.9921221036929198
15;1.06;1.0449999999999995;1.0207676968905097;1.0120256515955561;1.01;1.0105586048327584;1.0025605997615064;1.0100000000000002;1.0510643682412943;1.045268421149169;1.082;1.0572680045189635;1.0710000000000002;1.0424387944483695;1.037826862023854;1.0445184508092415;1.0400457300955008;1.0282968697238262;1.0257954496892274;1.0298799512302728;1.0328713656286221;1.0334032364720411;1.0273328503074721;1.0217433884699254;1.017509842764597;0.999835668589432;1.023428498636205;1.007047871427719;1.0035934087966738;0.9921210647821083
16;1.06;1.045;1.0207639957951984;1.0120231687938521;1.0100000000000002;1.0105579693187123;1.0025602471332569;1.0099999999999998;1.051063753714117;1.0452674302920713;1.082;1.057267345879428;1.0710000000000002;1.042438151768419;1.0378260493540254;1.0445174832970368;1.040044789012884;1.0282959695091414;1.025794507179892;1.029878989909426;1.0328703711868235;1.0334022456009841;1.0273319773470615;1.0217424633210759;1.0175088631051934;0.9998346712464321;1.0234275088889393;1.007047369060465;1.0035923977776975;0.9921200415449868
17;1.06;1.045;1.0207603550644173;1.0120207264521344;1.01;1.0105573437147863;1.0025598998959047;1.01;1.0510631491080802;1.0452664557044207;1.0819999999999996;1.0572666976974854;1.071;1.0424375192653588;1.0378252497985705;1.0445165315958505;1.0400438633184543;1.0282950839352125;1.0257935800542355;1.029878044308708;1.0328693930587736;1.0334012709801665;1.0273311185455543;1.0217415532480019;1.0175078994596811;0.9998336902063509;1.0234265353374405;1.007046874540726;1.0035914033025224;0.9921190350515716
18;1.06;1.0449999999999995;1.0207567785262779;1.0120183271403096;1.01;1.010556728703191;1.0025595584338958;1.0099999999999998;1.0510625550643735;1.0452654984051564;1.0819999999999999;1.057266060669949;1.0709999999999995;1.0424368976206126;1.0378244642057215;1.0445155967047177;1.040042953983462;1.0282942139354394;1.025792669286503;1.0298771154202015;1.0328684322678945;1.0334003136296057;1.0273302748102007;1.0217406592083453;1.017506952839402;0.9998327264987891;1.0234255790025404;1.0070463884070353;1.003590426413921;0.9921180463572399
19;1.06;1.0449999999999995;1.0207532699519657;1.0120159733901934;1.01;1.0105561249576593;1.0025592231272744;1.01;1.0510619722150247;1.0452645593976684;1.0819999999999999;1.057265435484311;1.0710000000000004;1.0424362875065825;1.0378236934116079;1.0445146796077032;1.0400420619645705;1.028293360429489;1.0257917758364052;1.029876204221082;1.032867489822042;1.0333993745538208;1.027329447035045;1.0217397821455556;1.0175060242405327;0.9998317811379045;1.0234246408896954;1.0070459111911851;1.0035894681389634;0.9921170765014738
20;1.06;1.0449999999999997;1.020749833051158;1.0120136676924252;1.0099999999999998;1.010555533142525;1.0025588943511492;1.0099999999999996;1.0510614011821076;1.045263639668601;1.0819999999999999;1.0572648228178483;1.0710000000000002;1.0424356895857758;1.0378229382392161;1.0445137812727157;1.0400411882027056;1.0282925243221834;1.02579090064797;1.0298753116724524;1.0328665667123051;1.0333984547406394;1.0273286360998308;1.0217389229877403;1.0175051146428726;0.9998308551211865;1.0234237219877766;1.007045443417504;1.0035885294877755;0.992116126506608
21;1.06;1.045;1.0207464714674765;1.012011412493406;1.01;1.0105549539118142;1.0025585724751516;1.01;1.0510608425769559;1.045262740186659;1.0819999999999999;1.0572642233367284;1.0710000000000004;1.0424351045099198;1.03782219949734;1.0445129026503177;1.0400403336218975;1.0282917065023554;1.0257900446483563;1.0298744387181449;1.0328656639118003;1.0333975551599899;1.0273278428688928;1.0217380826465199;1.01750422500865;0.9998299494282343;1.0234228232678633;1.0070449856021397;1.00358761145231;0.9921151973765853
22;1.06;1.0450000000000002;1.0207431887739888;1.0120092101922715;1.01;1.010554387908334;1.0025582578629024;1.01;1.0510602969993912;1.0452618619014469;1.082;1.0572636376951265;1.071;1.042434532919095;1.0378214779795625;1.0445120446725702;1.0400394991281634;1.0282909078417728;1.02578920874675;1.0298735862836002;1.0328647823745036;1.0333966767627416;1.027327068190085;1.0217372620159086;1.0175033562813494;0.9998290650195648;1.023421945682063;1.0070445382523454;1.0035867150051394;0.9921142900957334
23;1.06;1.0449999999999997;1.0207399884687591;1.0120070631378986;1.01;1.010553835762777;1.0025579508714813;1.01;1.0510597650369502;1.0452610057423022;1.082;1.0572630665343479;1.0710000000000004;1.042433975440868;1.0378207744632288;1.04451120825187;1.0400386856083794;1.028290129194021;1.0257883938332075;1.0298727552746987;1.032863923034076;1.0333958204795273;1.0273263128936971;1.021736461971189;1.0175025093845382;0.9998282028354188;1.023421090162335;1.0070441018657759;1.003585841098257;0.9921134056275517
24;1.06;1.045;1.0207368739704548;1.012004973625944;1.01;1.010553298092819;1.0025576518508896;1.0099999999999996;1.0510592472641203;1.0452601726171533;1.0819999999999996;1.0572625104819542;1.071;1.0424334326894347;1.0378200897084413;1.044510394279815;1.040037893929175;1.0282893713934282;1.0257876007775486;1.0298719465766397;1.03286308680271;1.0333949872195969;1.0273255777913999;1.0217356833678122;1.0175016852207142;0.9998273637945867;1.0234202576193254;1.0070436769297755;1.003584990661883;0.9921125449135038
25;1.06;1.045;1.0207338486140287;1.0120029438959417;1.0100000000000002;1.0105527755022405;1.0025573611435348;1.0099999999999998;1.0510587442416006;1.0452593634114062;1.0819999999999999;1.05726197015091;1.0709999999999997;1.0424329052647754;1.0378194244570678;1.044509603626089;1.0400371249358564;1.028288635254006;1.0257868304282602;1.029871161052834;1.0328622745700116;1.0333941778696998;1.0273248636752015;1.0217349270403198;1.0175008846701825;0.9998265487932676;1.0234194489412438;1.0070432639206917;1.00358416460332;0.9921117088718587
26;1.06;1.0450000000000002;1.0207309156464714;1.0120009761284372;1.0099999999999998;1.0105522685800503;1.0025570790837037;1.0099999999999998;1.051058256515553;1.0452585789868292;1.0819999999999999;1.0572614461387364;1.0710000000000006;1.0424323937518187;1.0378187794317626;1.04450883713735;1.0400363794513265;1.0282879215683998;1.0257860836114223;1.0298703995438154;1.0328614872018722;1.0333933932929578;1.0273241713164167;1.0217341938012685;1.0175001085899296;0.9998257587039183;1.0234186649927266;1.0070428633031843;1.003583363805789;0.9921108983965138
27;1.06;1.045;1.0207280782226449;1.0119990724421888;1.01;1.0105517778996271;1.0025568059970582;1.01;1.051057784616888;1.0452578201804834;1.0820000000000003;1.0572609390266772;1.071;1.0424318987196248;1.037818155335011;1.0445080956361652;1.0400356582750498;1.0282872311068638;1.0257853611296486;1.0298696628661697;1.0328607255393956;1.0333926343277995;1.0273235014646673;1.021733484440198;1.017499357812547;0.9998249943741627;1.0234179066137585;1.0070424755295528;1.0035825891273331;0.9921101143558825
28;1.06;1.0449999999999997;1.0207253394012177;1.011997234891423;1.0099999999999998;1.0105513040178742;1.0025565422001255;1.0099999999999998;1.05105732906055;1.0452570878036627;1.0819999999999996;1.0572604493788844;1.0710000000000002;1.0424314207205776;1.0378175528481868;1.044507379919946;1.0400349621820226;1.0282865646162547;1.0257846637610473;1.0298689518114887;1.0328599903978242;1.0333919017868827;1.027322854846887;1.0217327997225945;1.0174986331451532;0.9998242566256902;1.0234171746185847;1.0070421010390713;1.003581841399699;0.9921093575917658
29;1.06;1.045;1.020722702140688;1.01199546546316;1.01;1.0105508474743938;1.0025562879998111;1.01;1.0510568903448285;1.0452563826408623;1.0820000000000003;1.05725997774162;1.0710000000000002;1.042430960289599;1.0378169726306363;1.0445066907599256;1.040034291921777;1.0282859228190544;1.0257839922582208;1.0298682671453523;1.0328592825655019;1.0333911964560631;1.027322232166366;1.021732140388902;1.0174979353683575;0.9998235462532028;1.023416469794676;1.0070417402573395;1.0035811214272856;0.9921086289182843
30;1.06;1.0449999999999997;1.020720169295519;1.0119937660746097;1.01;1.0105504087906794;1.0025560436929124;1.01;1.051056468950683;1.0452557054487877;1.0819999999999999;1.057259524642482;1.0709999999999997;1.0424305179433822;1.0378164153187888;1.0445060289001553;1.0400336482174146;1.0282853064124196;1.0257833473472855;1.0298676096063426;1.0328586028028748;1.033390519093396;1.0273216341018137;1.021731507153553;1.0174972652352525;0.9998228640233903;1.023415792901707;1.0070413935956526;1.0035804299860986;0.9921079291208246
31;1.06;1.045;1.020717743612392;1.011992138570648;1.01;1.0105499884693312;1.002555809565653;1.0099999999999998;1.0510560653410919;1.0452550569553758;1.082;1.0572590905896455;1.071;1.0424300941796483;1.0378158815252878;1.0445053950565395;1.040033031764663;1.0282847160672555;1.0257827297269206;1.0298669799050821;1.0328579518415062;1.033389870428154;1.027321061306451;1.0217309007040272;1.0174966234704306;0.9998222106739264;1.023415144670577;1.0070410614503795;1.0035797678227474;0.9921072589550207
32;1.06;1.045;1.0207154277265744;1.0119905847213688;1.0099999999999998;1.0105495869932895;1.002555585893222;1.0099999999999996;1.0510556799604125;1.0452544378588586;1.082;1.0572586760711251;1.0709999999999995;1.0424296894764138;1.037815371838148;1.0445047899158861;1.040032443230961;1.028284152427315;1.0257821400674383;1.0298663787232938;1.0328573303831277;1.0333892511598786;1.0273205144071247;1.0217303216999336;1.0174960107690305;0.9998215869125012;1.0234145258024452;1.0070407442023648;1.0035791356534651;0.9921066191457624
33;1.06;1.045;1.0207132241584242;1.01198910621973;1.0100000000000002;1.010549204825101;1.0025553729393355;1.0099999999999998;1.051055313233776;1.0452538488268643;1.082;1.0572582815540759;1.071;1.0424293042912995;1.0378148868199484;1.0445042141350132;1.040031883254587;1.0282836161083435;1.025781579009909;1.0298658067129174;1.0328567390987335;1.0333886619574781;1.0273199940034623;1.0217297707721371;1.0174954277958266;0.9998209934158894;1.0234139369678203;1.0070404422163528;1.003578534163174;0.9921060103862516
34;1.06;1.0449999999999997;1.0207111353100213;1.011987704679285;1.0099999999999998;1.0105488424062063;1.0025551709558087;1.01;1.0510549655664976;1.0452532904955487;1.082;1.0572579074841046;1.0710000000000004;1.0424289390608545;1.037814427007054;1.044503668339874;1.0400313524438172;1.0282831076972445;1.0257810471653037;1.0298652644952448;1.03285617862771;1.0333881034583565;1.0273195006670601;1.0217292485219203;1.0174948751843518;0.9998204308290629;1.0234133788056765;1.007040155840427;1.003577964004583;0.9921054333370865
35;1.06;1.0450000000000002;1.020709163461954;1.011986381632014;1.01;1.0105485001562544;1.0025549801821454;1.01;1.051054637343508;1.0452527634687527;1.0819999999999999;1.0572575542846143;1.071;1.042428594199905;1.037813992908863;1.0445031531247206;1.0400308513761072;1.0282826277512807;1.0257805451136697;1.0298647526600873;1.0328556495769816;1.0333875762675637;1.02731903494069;1.0217287555201588;1.017494353536045;0.999819899764319;1.0234128519225987;1.007039885405473;1.0035774257973185;0.9921048886253834
36;1.06;1.0449999999999997;1.0207073107702418;1.0119851385262553;1.0100000000000002;1.0105481784724528;1.0025548008451475;1.0099999999999998;1.0510543289288203;1.0452522683172254;1.0819999999999999;1.057257222356184;1.0710000000000002;1.042428270100943;1.0378135850070986;1.0445026690513146;1.0400303805973323;1.0282821767973247;1.0257800734033646;1.0298642717650008;1.0328551525202248;1.0333870809570085;1.0273185973375623;1.0217282923065656;1.0174938634194606;0.999819400800477;1.0234123568919875;1.007039631224668;1.003576920127106;0.9921043768439485
37;1.06;1.0449999999999995;1.020705579263429;1.0119839767247427;1.0099999999999998;1.0105478777289483;1.0025546331585429;1.01;1.0510540406650242;1.0452518055778726;1.082;1.0572569120759738;1.0709999999999997;1.0424279671335417;1.0378132037551349;1.0445022166481774;1.0400299406210602;1.028281755331137;1.025779632550316;1.0298638223345395;1.0328546879971143;1.0333866180647084;1.0273181883406204;1.021727859388957;1.0174934053695024;0.9998189344820987;1.0234118942532897;1.0070393935929955;1.00357644754499;0.9921038985504859
38;1.06;1.045;1.020703970839821;1.0119828975027443;1.01;1.0105475982762324;1.0025544773226278;1.0099999999999998;1.051053772872788;1.045251375753027;1.082;1.0572566237971568;1.0710000000000002;1.0424276856437868;1.0378128495773458;1.0445017964098642;1.0400295319278443;1.0282813638166746;1.0257792230373068;1.0298634048595365;1.0328542565125869;1.0333861880940531;1.027317808401859;1.021727457242548;1.017492979886699;0.9998185013187494;1.023411464511272;1.0070391727867782;1.0035760085665875;0.9921034542668468
39;1.06;1.045;1.020702487264912;1.0119819020463308;1.0099999999999998;1.0105473404405962;1.002554333523939;1.01;1.051053525850422;1.04525097930981;1.082;1.0572563578484002;1.071;1.0424274259537702;1.0378125228685173;1.0445014087963127;1.0400291549645946;1.0282810026854707;1.0257788453133434;1.029863019796463;1.032853858536193;1.0333857915131572;1.027317457941707;1.02172708630932;1.0174925874365364;0.9998181017843188;1.023411068135349;1.007038969063251;1.0035756036714045;0.9921030444783324
40;1.06;1.0449999999999997;1.0207011301689617;1.01198099145074;1.01;1.0105471045236085;1.0025542019349396;1.0100000000000002;1.051053299873445;1.045250616679494;1.082;1.0572561145333639;1.0710000000000002;1.0424271883610927;1.0378122239932763;1.0445010542322104;1.0400288101439643;1.0282806723360232;1.0257784997930268;1.0298626675667966;1.032853494501459;1.0333854287542255;1.0273171373484375;1.021726746997407;1.0174922284488226;0.9998177363163756;1.023410705558946;1.007038782660151;1.0035752333021837;0.9921026696330374
41;1.06;1.0450000000000002;1.0206999012481572;1.0119801668571697;1.01;1.0105468908614852;1.002554082752849;1.01;1.051053095233527;1.0452502883054047;1.082;1.0572558941820416;1.071;1.04242697319045;1.037811953337908;1.0445007331578737;1.0400284978933367;1.028280373184991;1.0257781869071445;1.0298623486070124;1.0328531648547543;1.0333851002625125;1.0273168470299092;1.0217264397320855;1.0174919033689638;0.9998174053683693;1.0234103772303762;1.0070386138419014;1.0035748979168784;0.9921023301944519
42;1.06;1.0449999999999997;1.0206988014083653;1.011979428870591;1.0099999999999998;1.0105466995733006;1.0025539760350894;1.01;1.0510529120729388;1.0452499944388076;1.0819999999999996;1.057255696932811;1.0710000000000002;1.0424267805746785;1.0378117110900908;1.0445004458126155;1.0400282184462242;1.028280105449389;1.025777906887327;1.0298620631557256;1.0328528698470847;1.033384806287727;1.0273165871934706;1.021726164738751;1.0174916124396338;0.9998171091873509;1.0234100833961746;1.0070384627037257;1.0035745977673178;0.9921020264174473
43;1.06;1.0450000000000002;1.0206978321097377;1.0119787784740137;1.0099999999999993;1.010546530956786;1.0025538819580113;1.0099999999999998;1.051052750644614;1.0452497354593457;1.0820000000000003;1.0572555230749408;1.071;1.042426610798857;1.037811497584909;1.0445001925749064;1.0400279721698116;1.0282798694886464;1.0257776601041957;1.0298618115879121;1.0328526098609712;1.0333845472115268;1.027316358191661;1.021725922383736;1.0174913560435983;0.9998168481629999;1.0234098244412932;1.0070383294795653;1.003574333246734;0.9921017587000095
44;1.06;1.0450000000000002;1.0206969944212767;1.011978216385654;1.0100000000000002;1.0105463852102676;1.0025538006351618;1.0100000000000002;1.051052611129352;1.045249511649683;1.0820000000000005;1.0572553728079137;1.071;1.042426464058524;1.0378113130616435;1.0444999737231895;1.0400277593346423;1.0282796655641318;1.0257774468296115;1.029861594179905;1.0328523851805744;1.033384323317211;1.0273161602791858;1.0217257129346864;1.0174911344626476;0.9998166225821938;1.0234096006498703;1.007038214325751;1.003574104645371;0.9921015273358917
45;1.06;1.0449999999999997;1.0206962892674258;1.0119777432266133;1.01;1.010546262505338;1.0025537321648024;1.01;1.0510524936835113;1.0452493232542222;1.0819999999999999;1.057255246304288;1.0709999999999997;1.0424263405228251;1.0378111577272313;1.044499789498238;1.0400275801746537;1.0282794939018585;1.0257772672986483;1.0298614111706381;1.0328521960515928;1.0333841348497361;1.0273159936763108;1.0217255366230436;1.0174909479404561;0.9998164326930062;1.0234094122676098;1.007038117377539;1.0035739122142167;0.9921013325791154
46;1.06;1.045;1.0206957174267974;1.0119773595200157;1.01;1.0105461629865873;1.0025536766297447;1.01;1.0510523984388054;1.0452491704788038;1.082;1.0572551437094437;1.0710000000000002;1.042426240334272;1.0378110317559925;1.0444996401028437;1.0400274348868777;1.0282793546922027;1.0257771217093092;1.0298612627613608;1.0328520426809613;1.0333839820154125;1.0273158585685724;1.021725393643749;1.0174907966822542;0.9998162787043735;1.0234092595014486;1.0070380387488977;1.0035737561646563;0.9921011746436209
47;1.06;1.045;1.0206952795310913;1.0119770656902847;1.01;1.0105460867713651;1.0025536340972097;1.01;1.0510523255021056;1.0452490534904235;1.0820000000000003;1.0572550651413548;1.0710000000000002;1.0424261636085148;1.037810935289369;1.0444995257015328;1.040027323631171;1.028279248089624;1.0257770102222332;1.0298611491153449;1.0328519252365609;1.033383864981615;1.0273157551065069;1.0217252841549622;1.0174906808545474;0.9998161607858076;1.0234091425192744;1.0070379785323262;1.003573636668186;0.992101053702978
48;1.06;1.045;1.0206949760642163;1.0119768620625489;1.01;1.010546033949594;1.0025536046187113;1.01;1.0510522749552818;1.0452489724169916;1.0819999999999994;1.0572550106904135;1.0710000000000004;1.042426110434163;1.0378108684357163;1.0444994464203345;1.0400272465299805;1.028279174212443;1.0257769329604736;1.0298610703576574;1.0328518438469858;1.0333837838765485;1.027315683405432;1.0217252082778374;1.017490600584879;0.9998160790671542;1.023409061449689;1.0070379367987001;1.0035735538561732;0.992100969890142
49;1.06;1.045;1.0206948073616184;1.0119767488621871;1.01;1.0105460045836203;1.0025535882299703;1.01;1.051052246855095;1.0452489273471812;1.0820000000000003;1.0572549804192863;1.071;1.042426080872652;1.0378108312701553;1.044499402346615;1.0400272036681921;1.0282791331426868;1.0257768900093358;1.0298610265749997;1.0328517986013823;1.033383738789093;1.0273156435452946;1.0217251660963653;1.017490555961666;0.9998160336384265;1.0234090163818412;1.0070379135971619;1.0035735078196828;0.9921009232972778
50;1.06;1.045;1.0206947736098126;1.0119767262145158;1.0099999999999998;1.010545998708115;1.002553584950852;1.01;1.0510522412330996;1.0452489183302849;1.082;1.0572549743628181;1.0710000000000002;1.0424260749581387;1.0378108238344483;1.0444993935289442;1.0400271950929945;1.0282791249259537;1.025776881416241;1.0298610178155678;1.032851789549305;1.0333837297686512;1.0273156355705393;1.0217251576572375;1.0174905470340643;0.9998160245496684;1.0234090073652964;1.007037908955039;1.003573498609345;0.9921009139756287
51;1.06;1.045;1.020694874846122;1.011976794144612;1.0099999999999998;1.0105460163300184;1.0025535947853326;1.01;1.051052258095614;1.045248945376173;1.082;1.0572549925279868;1.0709999999999997;1.0424260926974644;1.0378108461369604;1.0444994199770488;1.0400272208138392;1.0282791495713786;1.0257769071906884;1.029861044089016;1.0328518167006766;1.0333837568251176;1.0273156594900652;1.021725182969803;1.0174905738119142;0.9998160518108979;1.0234090344099755;1.0070379228778017;1.0035735262352954;0.9921009419354521
52;1.06;1.045;1.0206951109586273;1.0119769525772793;1.01;1.0105460574285259;1.0025536177214922;1.0099999999999998;1.0510522974237007;1.0452490084552604;1.0819999999999999;1.0572550348938794;1.071;1.0424261340701293;1.0378108981526237;1.044499481661776;1.040027280802401;1.0282792070515898;1.0257769673042125;1.029861105366414;1.0328518800257551;1.0333838199288397;1.0273157152771983;1.0217252420060392;1.0174906362657161;0.9998161153920824;1.023409097486134;1.0070379553490518;1.003573590667149;0.9921010071459959
53;1.06;1.045;1.0206954816863232;1.0119772013371529;1.01;1.0105461219551246;1.0025536537315363;1.01;1.0510523591731968;1.045249107498558;1.082;1.057255101411736;1.071;1.0424261990283308;1.0378109798229915;1.0444995785151516;1.0400273749926374;1.0282792973027677;1.0257770616904427;1.0298612015803055;1.0328519794551825;1.033383919010668;1.0273158028697362;1.021725334700598;1.0174907343266761;0.9998162152231861;1.0234091965244074;1.0070380063305513;1.0035736918340503;0.9921011095355485
54;1.06;1.0449999999999995;1.0206959866194802;1.0119775401489441;1.01;1.0105462098336706;1.0025537027718416;1.01;1.0510524432747805;1.0452492423977613;1.0819999999999999;1.0572551920050193;1.071;1.0424262874970402;1.0378110910563167;1.0444997104304674;1.04002750328087;1.02827942022473;1.0257771902451915;1.0298613326247972;1.0328521148800789;1.0333840539620514;1.0273159221700376;1.021725460950897;1.0174908678868027;0.9998163511942676;1.0234093314159087;1.0070380757622832;1.0035738296247718;0.9921012489915372
